platform,date,author,rating,review_text,source_url,sentiment,sentiment_reason,themes,specific_issue,feature_request,churn_risk,churn_reason,trust_break,priority,priority_reason,is_actionable,is_feature_request,is_bug_report,is_churn_signal,noise_type,support_category,competitor_mentioned,action_item,key_insight,confidence
app_store,2026-03-06,VARISHA KUMAR,5.0,Absolutely loving the quality and the goodness of each product. There is no going back to any other app.,https://apps.apple.com/in/app/id6744534743,Positive,Loves the quality and states they will never go back to another app.,Product Quality,,,Low,,False,P4,High retention signal.,False,False,False,False,None,Other,,,"Once habituated to the quality, switching costs are high for these users.",0.95
app_store,2026-03-05,Subinsab,5.0,"Love this app, the quality of the products are great",https://apps.apple.com/in/app/id6744534743,Positive,Loves the app and the great quality of products.,UX | Product Quality,,,Low,,False,P4,Standard positive feedback.,False,False,False,False,None,Other,,,App utility and product quality are consistently linked in user reviews.,0.95
app_store,2026-03-05,Annamo@1997,5.0,Have made this my go to for groceries now. The best produce at best prices,https://apps.apple.com/in/app/id6744534743,Positive,Has made this their go-to app for the best produce and prices.,Product Quality | Pricing & Value,,,Low,,False,P4,Habit-forming success.,False,False,False,False,None,Other,,,Perceived high value (quality + price) leads to primary vendor status for users.,0.95
app_store,2026-03-04,Its-HB,4.0,Quality of items is very good.,https://apps.apple.com/in/app/id6744534743,Positive,Simply notes the quality of items is very good.,Product Quality,,,Low,,False,P4,Short positive feedback.,False,False,False,False,None,Product Quality,,,Quality is the baseline expectation being met.,0.95
app_store,2026-03-04,namangoyal1,5.0,Good experience so far,https://apps.apple.com/in/app/id6744534743,Positive,Having a good experience so far.,Other,,,Low,,False,P4,Vague positive feedback.,False,False,False,False,None,Other,,,Satisfactory early usage.,0.9
app_store,2026-03-04,Arshya Lakshman,5.0,Great produce and lovely service,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates the great produce and lovely service.,Product Quality | Customer Support,,,Low,,False,P4,Positive operational feedback.,False,False,False,False,None,Product Quality,,,Good service complements the physical product perfectly.,0.95
app_store,2026-03-04,mrsnagzy,5.0,Good quality products and fresh vegetables and fruits.,https://apps.apple.com/in/app/id6744534743,Positive,User is highly satisfied with product quality and freshness.,Product Quality,,,Low,,False,P4,Positive review with no specific issues.,False,False,False,False,None,Other,,,Consistent quality in fresh produce drives high satisfaction.,0.9
app_store,2026-03-04,Nehareviews_,5.0,"Good quality products, good customer experience and great prices & offers.",https://apps.apple.com/in/app/id6744534743,Positive,"User praises quality, customer experience, and pricing.",Product Quality | Customer Support | Pricing & Value,,,Low,,False,P4,Positive feedback with no actionable gaps.,False,False,False,False,None,Other,,,Offers and pricing strategies are resonating well alongside quality.,0.9
app_store,2026-03-04,amitesh0905,5.0,"So far the products listed are premium and delivery is neat, good stuff for quick deliveries on product listed no where else. Definitely solving a big gap in the market",https://apps.apple.com/in/app/id6744534743,Positive,User appreciates premium product availability and neat delivery.,Product Quality | Selection & Discovery | Delivery & Speed,,,Low,,False,P4,Positive feedback highlighting market differentiation.,False,False,False,False,None,Other,,,Exclusive product listings are a key driver for market differentiation.,0.9
app_store,2026-03-04,g123orge,5.0,"Very fresh, handpicked, good quality produce",https://apps.apple.com/in/app/id6744534743,Positive,User notes the freshness and handpicked quality of produce.,Product Quality,,,Low,,False,P4,General positive feedback.,False,False,False,False,None,Other,,,Perceived handpicked quality retains user trust.,0.9
app_store,2026-03-04,Ajitabh Chaudhuri,5.0,Quality truly is exceptional at Firstclub. You can’t go wrong with vegetables and fruits and the garlic is exactly how you see in global food cooking YouTube video. Wishing they add meat,https://apps.apple.com/in/app/id6744534743,Positive,User loves the exceptional quality and requests a new category.,Product Quality | Selection & Discovery,,Add meat to the product catalog.,Low,,False,P3,Clear feature request for category expansion.,True,True,False,False,None,Other,,Evaluate feasibility of adding fresh meat to the supply chain.,Users want to consolidate their premium grocery shopping by including meat.,0.95
app_store,2026-03-04,Niveditaaaaaa,5.0,Extremely fresh and good quality goods.,https://apps.apple.com/in/app/id6744534743,Positive,User is happy with the freshness of goods.,Product Quality,,,Low,,False,P4,General positive feedback.,False,False,False,False,None,Other,,,Freshness remains the primary retention driver.,0.9
app_store,2026-03-03,GLY24,3.0,"Love the selection of products, but would highly appreciate if they had better filters and sorting options.",https://apps.apple.com/in/app/id6744534743,Mixed,User loves selection but is frustrated by poor discovery features.,UX | Selection & Discovery,Lack of adequate filters and sorting options for products.,Better filters and sorting options.,Low,,False,P3,Actionable UX improvement request.,True,True,False,False,None,App Bug,,Implement advanced filtering and sorting options on product listing pages.,A wide catalog is useless if users cannot efficiently navigate it.,0.95
app_store,2026-03-03,Akshata Krishna,5.0,Quality products,https://apps.apple.com/in/app/id6744534743,Positive,Brief positive praise for quality.,Product Quality,,,Low,,False,P4,Too brief for action.,False,False,False,False,None,Other,,,Quality is the standout value prop.,0.9
app_store,2026-03-03,Vilasini Muralidhar,5.0,"Honestly, when the app was new. I thought it was just another delivery app, but after the first few trials, I realized the quality of the fruits and veggies were way superior to what’s available anywhere else. Also there are so many other brands that we usually used to just order directly from their sites, which are all now available here. Very convenient! Highly recommended!",https://apps.apple.com/in/app/id6744534743,Positive,User finds the platform convenient for superior quality and diverse brand availability.,Product Quality | Selection & Discovery,,,Low,,False,P4,Strong validation of platform model without defects.,False,False,False,False,None,Other,,,Aggregating D2C brands successfully replaces fragmented direct shopping for users.,0.9
app_store,2026-03-03,Grubitizer,5.0,Wide variety of products that are priced so well. Delivery is personalised and not the usual hurried options we were used to! Have ordered 4-5 times so far and it’s all so good.,https://apps.apple.com/in/app/id6744534743,Positive,"User appreciates pricing, variety, and personalized delivery.",Pricing & Value | Delivery & Speed | Selection & Discovery,,,Low,,False,P4,Positive sentiment with no gaps identified.,False,False,False,False,None,Delivery,,,Personalized delivery differentiates from standard 'hurried' quick commerce.,0.9
app_store,2026-03-03,ArvindVC,5.0,"Great quality of fruits, veggies, dairy products. Amazing collection of brands of high quality that I couldn’t find anywhere else! Have moved to firstclub for all grocery purchases",https://apps.apple.com/in/app/id6744534743,Positive,User has fully switched to the app due to high-quality curation.,Product Quality | Selection & Discovery,,,Low,,False,P4,High satisfaction and loyalty signal.,False,False,False,False,None,Other,,,Exclusive brand collections are successfully driving share-of-wallet consolidation.,0.95
app_store,2026-03-03,Rahulragh123,5.0,"Have been using first club for fresh fruits, vegetables, breads, milk and a few other groceries. Extremely satisfied with the quality of the products",https://apps.apple.com/in/app/id6744534743,Positive,Extremely satisfied with grocery quality.,Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Product Quality,,,Core grocery items are meeting high quality standards.,0.9
app_store,2026-03-02,Arpit2302,5.0,"All the products are of excellent quality, and the fruits and vegetables are very fresh.",https://apps.apple.com/in/app/id6744534743,Positive,Happy with excellent quality and freshness.,Product Quality,,,Low,,False,P4,No actionable feedback.,False,False,False,False,None,Other,,,Freshness of produce is consistently praised.,0.9
app_store,2026-03-02,Arunkumark,5.0,"I’ve been ordering from the past 2 weeks , every order has been fresh, no spoilt veggies or fruits and they have some good variety as well",https://apps.apple.com/in/app/id6744534743,Positive,Consistent freshness and variety over multiple recent orders.,Product Quality | Selection & Discovery,,,Low,,False,P4,Validation of consistency.,False,False,False,False,None,Other,,,Zero spoilage rate in early customer lifecycle solidifies habit formation.,0.9
app_store,2026-03-02,Nainii T,5.0,Absolute favourite grocery app. Can shut your eyes and trust the quality on FC for everything—including fruits & veggies!,https://apps.apple.com/in/app/id6744534743,Positive,High trust in the app's quality for all products.,Product Quality,,,Low,,False,P4,Strong brand trust indicator.,False,False,False,False,None,Other,,,Blind trust in quality is a powerful moat against competitors.,0.9
app_store,2026-03-02,Dinesh Milo,5.0,"Excellent Quality  , Very Fresh and Reliable !",https://apps.apple.com/in/app/id6744534743,Positive,"User finds the service excellent, fresh, and reliable.",Product Quality,,,Low,,False,P4,Generic positive feedback.,False,False,False,False,None,Other,,,Reliability matches quality expectations.,0.9
app_store,2026-03-02,Abi Sankaralingam,5.0,"They have the best quality products, fan of how fresh their fruits are!",https://apps.apple.com/in/app/id6744534743,Positive,User is a fan of the fresh fruit quality.,Product Quality,,,Low,,False,P4,Praise for fruits.,False,False,False,False,None,Other,,,Fruit quality is a strong acquisition hook.,0.9
app_store,2026-03-02,Ssood11,5.0,Superior quality vegetables and fruits and gourmet variety. Go for the app.,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates superior quality and gourmet variety.,Product Quality | Selection & Discovery,,,Low,,False,P4,Validation of gourmet catalog.,False,False,False,False,None,Other,,,Gourmet variety successfully attracts high-intent users.,0.9
app_store,2026-03-01,Aby@72,5.0,Great stuff  organic as well,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates organic options.,Product Quality,,,Low,,False,P4,Brief positive review.,False,False,False,False,None,Other,,,Organic positioning is working.,0.9
app_store,2026-03-01,meharban prachi,5.0,"Clean products, i can shop items without worries about ingredients because fc has already taken care of that",https://apps.apple.com/in/app/id6744534743,Positive,Values the curation of clean ingredients.,Product Quality | Selection & Discovery,,,Low,,False,P4,Validates the clean label value proposition.,False,False,False,False,None,Other,,,Taking the mental load of checking ingredients off the user builds high loyalty.,0.9
app_store,2026-03-01,Piyushkv210,5.0,"Comparing to other apps, here we are getting transparency on products. For example adding certificate for organic produce is good. Few suggestions: 
For unbranded products like vegetables, if you are showing 2 types and one is tagged organic with certificate and another is not but priced almost one third, it creates doubt and confusion that if the cheaper product without any certification can trusted?? 


Please add more transparency layers like pesticide free, chemical free. 

Add some education layer around how to know that what to check in these kind of products",https://apps.apple.com/in/app/id6744534743,Mixed,User appreciates organic certificates but feels confused about uncertified products and wants more transparency.,Product Quality | UX,Discrepancy and confusion between certified organic and cheaper uncertified products.,Add transparency layers (pesticide/chemical free tags) and an educational layer.,Low,,False,P3,Clear feature request for UX and product metadata enhancement.,True,True,False,False,None,Product Quality,,"Implement visual tags (e.g., 'pesticide-free') and tooltip explanations for uncertified vs certified produce.",Price gaps between certified and uncertified items create trust friction if not properly contextualized.,0.95
app_store,2026-03-01,Snehil Pansari,5.0,"I have been using FC for last 3 months and at least more than 20 orders… Excellent quality, thoughtfully curated and consistency… congratulations to team FC for the amazing work.",https://apps.apple.com/in/app/id6744534743,Positive,Highly consistent experience over 20+ orders.,Product Quality | Selection & Discovery,,,Low,,False,P4,Excellent retention signal.,False,False,False,False,None,Other,,,Consistency across 20+ orders validates robust operational quality control.,0.9
app_store,2026-03-01,ShruRu2,5.0,Good place to purchase quality groceries. Helps me not worry about my family’s health,https://apps.apple.com/in/app/id6744534743,Positive,User feels secure about family's health through the app's groceries.,Product Quality,,,Low,,False,P4,Positive reinforcement of brand positioning.,False,False,False,False,None,Other,,,Health and safety are core emotional drivers for retention.,0.9
app_store,2026-03-01,Sarvest,5.0,The quality is high priority,https://apps.apple.com/in/app/id6744534743,Positive,Brief acknowledgment of quality.,Product Quality,,,Low,,False,P4,Vague positive.,False,False,False,False,None,Other,,,Quality is recognized.,0.8
app_store,2026-03-01,Ruth Kalra,5.0,Good quality product with great delivery experience,https://apps.apple.com/in/app/id6744534743,Positive,Good product and delivery experience.,Product Quality | Delivery & Speed,,,Low,,False,P4,Standard positive review.,False,False,False,False,None,Other,,,Delivery matches product quality expectations.,0.9
app_store,2026-03-01,Teenu Vardhan,5.0,"Almost everything in the app is well curated, the search experience and the catalogue could be improved",https://apps.apple.com/in/app/id6744534743,Mixed,Loves curation but finds search and catalog lacking.,UX | Selection & Discovery,Search experience and catalog organization need improvement.,Improve search and catalog.,Low,,False,P3,"Points to a UX gap, though slightly vague.",True,True,False,False,None,App Bug,,Audit search relevancy and catalog taxonomy to improve product discovery.,Poor search limits basket size despite strong curation.,0.85
app_store,2026-03-01,Ankitagurung,5.0,Wide range of clean brands available and great prices too.,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates clean brands and pricing.,Selection & Discovery | Pricing & Value,,,Low,,False,P4,Positive feedback.,False,False,False,False,None,Other,,,Clean label brands are perceived as well-priced.,0.9
app_store,2026-03-01,ajaybothra,5.0,"No clutter, simple ui, great experience.",https://apps.apple.com/in/app/id6744534743,Positive,Praises simple UI and great experience.,UX,,,Low,,False,P4,Positive UX validation.,False,False,False,False,None,Other,,,Uncluttered UI enhances the premium feel.,0.9
app_store,2026-03-01,BglrAsh,5.0,"Fresh product, variety of new brands. Though few of them are costlier than others.",https://apps.apple.com/in/app/id6744534743,Mixed,Happy with freshness but notes high pricing for some items.,Product Quality | Pricing & Value,Some brands are perceived as costly.,,Low,,False,P4,"Normal price sensitivity, no critical action needed.",False,False,False,False,None,Other,,,Premium curation naturally introduces price sensitivity for certain demographics.,0.85
app_store,2026-03-01,RamSharma13,5.0,"FirstClub is our goto app now for fresh vegetables and fruits. Best quality as good as one would handpick oneself. Great pricing and good offers from time to time. 

Products are delivered in impeccable packaging as well.",https://apps.apple.com/in/app/id6744534743,Positive,"Loves quality, pricing, packaging, and offers.",Product Quality | Pricing & Value | Packaging,,,Low,,False,P4,Comprehensive positive review.,False,False,False,False,None,Other,,,Impeccable packaging rounds out the premium grocery experience.,0.9
app_store,2026-03-01,Chiplays,5.0,Most of the items listed have great quality. I am a regular here. Hope they can maintain this quality always.,https://apps.apple.com/in/app/id6744534743,Positive,Regular user satisfied with quality.,Product Quality,,,Low,,False,P4,Positive reinforcement.,False,False,False,False,None,Other,,,Retention is tied strictly to maintaining current quality levels.,0.9
app_store,2026-03-01,Neel Talwar,5.0,I found good quality organic wand vegetables on FIRST CLUB app. The fact that they give little gifts every now and then makes it exciting.,https://apps.apple.com/in/app/id6744534743,Positive,Enjoys organic options and unexpected gifts.,Product Quality | Pricing & Value,,,Low,,False,P4,Delight feature is working.,False,False,False,False,None,Other,,,Surprise gifting creates emotional connection and delight.,0.95
app_store,2026-02-28,SS Shenoy,5.0,First club has some exclusive organic things and I like their variety of merchandise - some of the things are certainly things I wouldn’t explore.,https://apps.apple.com/in/app/id6744534743,Positive,Appreciates exclusive organic merchandise.,Selection & Discovery | Product Quality,,,Low,,False,P4,Positive feedback.,False,False,False,False,None,Other,,,Curation is driving discovery of new products for users.,0.9
app_store,2026-02-28,Jeevan_RED,5.0,"10/10 for everything !! Just amazing application. Hassle free   ! 

Quality standards are top notch ! :) 

Hoping you guys continue the same !!",https://apps.apple.com/in/app/id6744534743,Positive,Perfect rating for quality and hassle-free experience.,Product Quality | UX,,,Low,,False,P4,Glowing review.,False,False,False,False,None,Other,,,Hassle-free experience combined with quality equals 10/10 satisfaction.,0.9
app_store,2026-02-28,Nicbti,5.0,"I’m so happy to find this app where am the products are pre-tested, huge relief that I can now get the best products for my family",https://apps.apple.com/in/app/id6744534743,Positive,"Relieved to find pre-tested, high-quality products.",Product Quality,,,Low,,False,P4,Positive review.,False,False,False,False,None,Other,,,Pre-testing builds trust and relieves customer anxiety.,0.9
app_store,2026-02-28,Vikra14,5.0,"Superb Quality , excellent service and solid CS",https://apps.apple.com/in/app/id6744534743,Positive,"Praises quality, service, and customer support.",Product Quality | Customer Support,,,Low,,False,P4,Positive feedback.,False,False,False,False,None,Other,,,Solid customer support amplifies good service.,0.9
app_store,2026-02-27,Akhil2807,4.0,"The app looks really clean but dig a little deeper, you find quite a lot of features not functioning properly. Product discovery is messy. There are a lot of products they offer but really hard to find them. They show a lot of cool banner showcasing brands, but nothing happens when you tap on them. Some products are not categorized properly and the search is finicky. It’s almost like you just need to know exactly what you want if you have to order from here. 

But for the products themselves are of good quality, which is a relief. And was never in the position to interact with their customer service, can’t comment on that.
It’s just that the app has a looong way to go before I can start trusting it as my go-to for delivery.",https://apps.apple.com/in/app/id6744534743,Negative,"Frustrated by non-functional banners, messy discovery, and finicky search.",UX | Selection & Discovery | App Performance,"Banners do nothing when tapped, poor categorization, finicky search.",,Medium,"Core UX friction makes shopping difficult, though quality keeps them around.",False,P2,Broken UI elements (banners) and bad search directly impact conversion.,True,False,True,False,None,App Bug,,Fix banner tap areas to link correctly and audit/retag product categorization.,Broken UI and poor search negate a premium aesthetic.,0.95
app_store,2026-02-27,Ljose82,5.0,"FC does deliver premium
Brands and quality in a very well packaged manner. The support team is also very prompt and understanding.they do not promise quick delivery but that doesn’t really matter for me.",https://apps.apple.com/in/app/id6744534743,Positive,"Pleased with premium brands, packaging, and prompt support, despite slower delivery.",Product Quality | Packaging | Customer Support,,,Low,,False,P4,Positive feedback highlighting trade-off acceptance.,False,False,False,False,None,Other,,,Target audience values quality and packaging over immediate quick commerce speeds.,0.9
app_store,2026-02-27,shalini114,5.0,"app is user friendly, have variety in organic products weekly offers and gifts are add ons",https://apps.apple.com/in/app/id6744534743,Positive,"Likes user friendliness, variety, offers, and gifts.",UX | Pricing & Value,,,Low,,False,P4,General positive sentiment.,False,False,False,False,None,Other,,,Gifts and offers successfully supplement a user-friendly app.,0.9
app_store,2026-02-26,PP4433,1.0,"The user interference is very poor and non user friendly. Moreover, products are also very limited. Waste of time",https://apps.apple.com/in/app/id6744534743,Negative,Unhappy with poor user interface and limited product range.,UX | Selection & Discovery,Non user-friendly UI and limited products.,,High,"Called the app a waste of time, high likelihood of uninstall.",False,P4,Vague venting with no specific actionable behavior identified.,False,False,False,True,Vague Venting,App Bug,,,General UI dissatisfaction leads to immediate churn when catalog lacks depth.,0.8
app_store,2026-02-23,kum.amar,3.0,They give initial offer to attract however later same brands products available through them. This is normal strategy so no worries,https://apps.apple.com/in/app/id6744534743,Neutral,"Observes pricing strategy of initial offers ending, but accepts it.",Pricing & Value,Initial offers fade and normal pricing takes over.,,Low,,False,P4,"Normal business observation, no intervention needed.",False,False,False,False,None,Billing,,,Savvy users expect promo fade and tolerate it if underlying value persists.,0.9
app_store,2026-02-22,redbushater,1.0,App is rendering forever,https://apps.apple.com/in/app/id6744534743,Negative,App fails to load/render.,App Performance,App rendering indefinitely.,,High,App is literally unusable.,False,P2,Critical performance bug blocking core app usage.,True,False,True,True,None,App Bug,,Investigate launch/rendering infinite loop or timeout errors on app startup.,Rendering failures cause instant drop-offs and low ratings.,0.95
app_store,2026-02-21,Exfc1,1.0,"I ordered eggs through FirstClub, and when I opened the carton, some of them were already broken and had a foul smell. After checking the entire pack, I found that all the eggs had gone bad and smelled unpleasant. When I raised a complaint, only 50% of the price was refunded.",https://apps.apple.com/in/app/id6744534743,Negative,"Received fully spoiled, foul-smelling eggs and only got a 50% refund.",Product Quality | Returns & Refunds | Customer Support,Spoiled eggs delivered; support only provided 50% refund for a 100% damaged product.,,High,Received hazardous food and was financially penalized by a partial refund policy.,True,P1,Money/health safety trust break + explicit unfair refund policy.,True,False,False,True,None,Returns & Refunds,,"Implement 100% refund policy for spoiled/hazardous perishable items like eggs, bypassing default partial caps.",Capping refunds on entirely rotten perishables destroys trust and churns users instantly.,0.98
app_store,2026-02-21,aru289,5.0,I have used First Club a couple of times now and have been quite satisfied with the quality of the products they sell. I am always interested in finding products that I can trust for me and my family. And First Club has curated such brands on their platform which has really simplified my work! I see some brands that i used to use basis research and experience and they are all there on the platform which is quite reassuring. Thanks for building this! More power to your team and wishing you continued scale and success.,https://apps.apple.com/in/app/id6744534743,Positive,Feels reassured by curation of trusted brands.,Selection & Discovery | Product Quality,,,Low,,False,P4,Positive brand reinforcement.,False,False,False,False,None,Other,,,Curating well-researched brands saves users time and builds intense loyalty.,0.9
app_store,2026-02-20,Don Ron1,5.0,Dont feel shy in extracting better prices to stay afloat. some people will always ask for quality over price,https://apps.apple.com/in/app/id6744534743,Positive,Encourages the company to maintain higher prices for quality.,Pricing & Value | Product Quality,,,Low,,False,P4,Validates premium pricing strategy.,False,False,False,False,None,Other,,,Target cohort is highly price-inelastic when quality is maintained.,0.95
app_store,2026-02-20,gautamaditya,5.0,Products are quite good. Delivery on time. Packaging is perfect. Try this one.,https://apps.apple.com/in/app/id6744534743,Positive,"Good products, delivery, and packaging.",Product Quality | Delivery & Speed | Packaging,,,Low,,False,P4,Generic positive.,False,False,False,False,None,Other,,,"Trifecta of quality, delivery, and packaging hits the mark.",0.9
app_store,2026-02-20,Sheeni06,5.0,I love purchasing Fresh Vegetables plus Coconut Water from First club… I love when they surprise me with free Gifts sometimes,https://apps.apple.com/in/app/id6744534743,Positive,Loves fresh vegetables and surprise free gifts.,Product Quality | Pricing & Value,,,Low,,False,P4,Praise for surprise and delight feature.,False,False,False,False,None,Other,,,Free gifts create strong emotional resonance and frequent app usage.,0.9
app_store,2026-02-20,Nid77,5.0,"I love this company, their packaging, their service, the range of products! In short everything",https://apps.apple.com/in/app/id6744534743,Positive,Loves everything about the company.,Product Quality | Packaging | Customer Support,,,Low,,False,P4,General praise.,False,False,False,False,None,Other,,,Holistic experience drives intense brand love.,0.9
app_store,2026-02-20,PayalRana,5.0,"I genuinely enjoy using First Club. What stands out is the range of “clean” food choices, it’s not just regular groceries, but good bakery options and a solid selection of organic vegetables too. Everything feels curated and higher quality, and it saves me a lot of time. Keep up the great wor",https://apps.apple.com/in/app/id6744534743,Positive,"Values clean food choices, bakery options, and time saved.",Selection & Discovery | Product Quality,,,Low,,False,P4,Validation of category mix.,False,False,False,False,None,Other,,,Bakery and organic vegetables are a winning retention combo.,0.9
app_store,2026-02-20,shade_19,5.0,You can blindly order from them .. and they won’t break your trust .. they have everything in store which is authentic and pesticide /adulteration free,https://apps.apple.com/in/app/id6744534743,Positive,High trust in authenticity and adulteration-free promises.,Product Quality,,,Low,,False,P4,Demonstrates high brand trust.,False,False,False,False,None,Other,,,Pesticide-free guarantee establishes deep customer trust.,0.9
app_store,2026-02-19,Udita Halder,5.0,I am impressed with the quality of products,https://apps.apple.com/in/app/id6744534743,Positive,Impressed with quality.,Product Quality,,,Low,,False,P4,Brief positive review.,False,False,False,False,None,Other,,,Quality is the main driver of positive sentiment.,0.8
app_store,2026-02-19,ShruSuren,4.0,"I had a great experience with First Club. All the products are fresh and well-maintained. Their leafy vegetables are especially impressive — very fresh, properly cleaned, and high quality. You can really see the difference. Highly recommended!",https://apps.apple.com/in/app/id6744534743,Positive,Impressive fresh and properly cleaned leafy vegetables.,Product Quality,,,Low,,False,P4,Specific praise for leafies.,False,False,False,False,None,Other,,,Pre-cleaned leafy greens are a highly visible indicator of quality.,0.95
app_store,2026-02-19,Vikram end,5.0,I shifted to first club about 6 months ago. The experience since then has been excellent. Quality of the product especially fresh fruits and vegetables has been good. Some of the choices for breads are exceptional. I trust they have the mechanism to keep up this extraordinary high levels.,https://apps.apple.com/in/app/id6744534743,Positive,"Excellent experience over 6 months, praises fruit, veg, and bread.",Product Quality,,,Low,,False,P4,Long-term satisfaction.,False,False,False,False,None,Other,,,Bread choices and produce quality drive long-term retention.,0.95
app_store,2026-02-19,Pt rutu,5.0,Products are good and genuine,https://apps.apple.com/in/app/id6744534743,Positive,Good and genuine products.,Product Quality,,,Low,,False,P4,Brief positive review.,False,False,False,False,None,Other,,,Genuineness resonates well.,0.8
app_store,2026-02-19,purple_hyacinth,5.0,Enjoying shopping with FirstClub,https://apps.apple.com/in/app/id6744534743,Positive,Enjoying shopping.,UX,,,Low,,False,P4,Vague positive.,False,False,False,False,None,Other,,,Overall shopping experience is enjoyable.,0.8
app_store,2026-02-19,Shubharthi,5.0,Excellent quality of products,https://apps.apple.com/in/app/id6744534743,Positive,Excellent quality.,Product Quality,,,Low,,False,P4,Generic positive.,False,False,False,False,None,Other,,,Quality is consistently mentioned.,0.8
app_store,2026-02-19,~Kr,5.0,Fantastic quality in the produce,https://apps.apple.com/in/app/id6744534743,Positive,Fantastic produce quality.,Product Quality,,,Low,,False,P4,Generic positive.,False,False,False,False,None,Other,,,Produce quality remains strong.,0.8
app_store,2026-02-19,Rishabh567,5.0,Liked the product quality and the packaging,https://apps.apple.com/in/app/id6744534743,Positive,Liked quality and packaging.,Product Quality | Packaging,,,Low,,False,P4,Generic positive.,False,False,False,False,None,Other,,,Packaging adds to the quality perception.,0.8
app_store,2026-02-18,Charul Amit,5.0,"Fruits and vegetables received so far were amazingly fresh, no complaints till now, wish to get same quality always.",https://apps.apple.com/in/app/id6744534743,Positive,"Amazingly fresh fruits and veg, hopes it stays this way.",Product Quality,,,Low,,False,P4,Positive reinforcement.,False,False,False,False,None,Other,,,Customers are aware that scale often degrades quality and look for consistency.,0.9
app_store,2026-02-18,Harsh Mandavkar,5.0,Tried Firstclub and was pleasantly surprised to see the top quality of the products delivered when compared to all other quick delivery apps. The quality of the product is excellent. Will definitely be a long-term customer of Firstclub as long as they continue delivering quality products. I hope they continue to do what they’re doing now while scaling their business and hope the quality doesn’t dip as business scales which usually is the case with most companies. Wishing all the best to Firstclub and its team.,https://apps.apple.com/in/app/id6744534743,Positive,"Top quality compared to all other apps, hopes scaling doesn't ruin it.",Product Quality,,,Low,,False,P4,Strong validation of competitive advantage.,False,False,False,False,None,Other,all other quick delivery apps,,Users have been burned by QC dropping at scale with competitors; maintaining QC is the moat.,0.95
app_store,2026-02-18,Uj479,5.0,Incredible quality and really quick delivery. Love these guys,https://apps.apple.com/in/app/id6744534743,Positive,Incredible quality and quick delivery.,Product Quality | Delivery & Speed,,,Low,,False,P4,Positive feedback.,False,False,False,False,None,Other,,,Quality and speed are successfully co-existing.,0.9
app_store,2026-02-18,jinalr,5.0,Excellent quality of vegetables and all groceries. I am a fan of Firstclub,https://apps.apple.com/in/app/id6744534743,Positive,Fan of excellent vegetable and grocery quality.,Product Quality,,,Low,,False,P4,Generic positive.,False,False,False,False,None,Other,,,Strong brand affinity based on quality.,0.9
app_store,2026-02-18,absgdjjjfk,5.0,"Best app to get fresh, high quality ingredients for non-Indian cuisines.",https://apps.apple.com/in/app/id6744534743,Positive,Best app for non-Indian cuisine ingredients.,Selection & Discovery | Product Quality,,,Low,,False,P4,Validation of exotic/international catalog.,False,False,False,False,None,Other,,,Catering to niche culinary needs (non-Indian cuisines) establishes a highly sticky use case.,0.95
app_store,2026-02-18,Tina@Bangalore,5.0,Great products and high quality,https://apps.apple.com/in/app/id6744534743,Positive,Great high-quality products.,Product Quality,,,Low,,False,P4,Brief positive.,False,False,False,False,None,Other,,,Quality continues to shine.,0.8
app_store,2026-02-18,NikhilAW,5.0,"I have started ordering vegetables and fruits, they’ve delivered high quality products every-time.
Thanks for excellent service.",https://apps.apple.com/in/app/id6744534743,Positive,Every time high quality delivery.,Product Quality | Delivery & Speed,,,Low,,False,P4,Brief positive.,False,False,False,False,None,Other,,,Consistent quality across multiple orders.,0.9
app_store,2026-02-18,xx200,5.0,Fresh and good sized,https://apps.apple.com/in/app/id6744534743,Positive,Fresh and good sized.,Product Quality,,,Low,,False,P4,Brief positive.,False,False,False,False,None,Other,,,Produce size is noticed and appreciated.,0.9
app_store,2026-02-13,Pathetic response for app,1.0,"Bad experience, doesn’t have basic checks and balances at the checkout page.",https://apps.apple.com/in/app/id6744534743,Negative,Complains about missing basic checks and balances at checkout.,UX | App Performance,Checkout lacks basic checks/balances.,,Medium,Bad experience at critical funnel step.,False,P4,"Vague venting, no specific actionable bug described.",False,False,True,False,Vague Venting,App Bug,,,"Checkout flow has perceived gaps, but lacks specifics to engineer.",0.6
app_store,2026-02-09,joelm793,5.0,"I no longer have to worry about receiving low quality produce - my vegetables and fruits are always the finest, as though I’d pick them myself when I’m at a store. 

Clean UI/UX and my go to delivery app for all essentials.",https://apps.apple.com/in/app/id6744534743,Positive,"Finest vegetables, clean UI/UX.",Product Quality | UX,,,Low,,False,P4,Positive reinforcement.,False,False,False,False,None,Other,,,UI/UX quality matches physical product quality.,0.95
app_store,2026-02-08,bsheddd,5.0,Veggies are Freshest among all quick commerce platforms,https://apps.apple.com/in/app/id6744534743,Positive,Freshest veggies among all platforms.,Product Quality,,,Low,,False,P4,Strong competitive win.,False,False,False,False,None,Other,all quick commerce platforms,,Platform is winning the 'freshness' category in quick commerce.,0.95
